case,event,date,numeric
3608r,check system,2017-06-06 18:24:01,6079
3608r,accept,2017-06-06 18:24:01,44079
3608r,send decision e-mail,2017-06-06 18:24:01,7079
3609r,register application,2017-06-06 10:24:01,5079
3609r,check credit,2017-06-06 13:24:01,5079
3609r,calculate capacity,2017-06-06 12:24:01,24079
3609r,check system,2017-06-06 18:24:01,6079
3609r,accept,2017-06-06 18:24:01,44079
3609r,send decision e-mail,2017-06-06 18:24:01,7079
3610r,register application,2017-06-06 10:24:01,5079
3610r,check credit,2017-06-06 13:17:01,5056
3610r,calculate capacity,2017-06-06 12:53:01,23513
3610r,check system,2017-06-06 18:55:01,3927
3610r,accept,2017-06-06 18:55:01,41927
3610r,send decision e-mail,2017-06-06 18:55:01,4927
3611r,register application,2017-06-06 10:55:01,2927
3611r,check credit,2017-06-06 13:55:01,2927
3611r,calculate capacity,2017-06-06 12:55:01,21927
3611r,check system,2017-06-06 18:55:01,3927
3611r,accept,2017-06-06 18:55:01,41927
3611r,send decision e-mail,2017-06-06 18:55:01,4927
3612r,register application,2017-06-06 10:55:01,2927
3612r,check credit,2017-06-06 13:55:01,2927
3612r,calculate capacity,2017-06-06 12:55:01,21927
3612r,check system,2017-06-06 18:55:01,3927
3612r,accept,2017-06-06 18:55:01,41927
3612r,send decision e-mail,2017-06-06 18:55:01,4927
3613r,register application,2017-06-07 10:55:01,2927
3613r,check credit,2017-06-07 13:55:01,2927
3613r,calculate capacity,2017-06-07 12:55:01,21927
3613r,check system,2017-06-07 18:55:01,3927
3613r,accept,2017-06-07 18:55:01,41927
3613r,send decision e-mail,2017-06-07 18:55:01,4927
3614r,register application,2017-06-07 10:55:01,2927
3614r,check credit,2017-06-07 13:55:01,2927
3614r,calculate capacity,2017-06-07 12:55:01,21927
3614r,check system,2017-06-07 18:55:01,3927
3614r,accept,2017-06-07 18:55:01,41927
3614r,send decision e-mail,2017-06-07 18:55:01,4927
3615r,register application,2017-06-07 10:55:01,2927
3615r,check credit,2017-06-07 13:55:01,2927
3615r,calculate capacity,2017-06-07 12:03:01,22118
3615r,check system,2017-06-07 18:39:01,4928
3615r,accept,2017-06-07 18:39:01,42928
3615r,send decision e-mail,2017-06-07 18:39:01,5928
3616r,register application,2017-06-07 10:39:01,3928
3616r,check credit,2017-06-07 13:39:01,3928
3616r,calculate capacity,2017-06-07 12:39:01,22928
3616r,check system,2017-06-07 18:39:01,4928
3616r,accept,2017-06-07 18:39:01,42928
3616r,send decision e-mail,2017-06-07 18:39:01,5928
3617r,register application,2017-06-07 10:39:01,3928
3617r,check credit,2017-06-07 13:39:01,3928
3617r,calculate capacity,2017-06-07 12:39:01,22928
3617r,check system,2017-06-07 18:39:01,4928
3617r,accept,2017-06-07 18:39:01,42928
3617r,send decision e-mail,2017-06-07 18:39:01,5928
3618r,register application,2017-06-07 10:39:01,3928
3618r,check credit,2017-06-07 13:39:01,3928
3618r,calculate capacity,2017-06-07 12:39:01,22928
3618r,check system,2017-06-07 18:39:01,4928
3618r,accept,2017-06-07 18:39:01,42928
3618r,send decision e-mail,2017-06-07 18:39:01,5928
3619r,register application,2017-06-07 10:39:01,3928
3619r,check credit,2017-06-07 13:39:01,3928
3619r,calculate capacity,2017-06-07 12:39:01,22928
3619r,check system,2017-06-07 18:39:01,4928
3619r,accept,2017-06-07 18:21:01,40355
3619r,send decision e-mail,2017-06-07 18:21:01,3355
3620r,register application,2017-06-08 10:21:01,1355
3620r,check credit,2017-06-08 13:21:01,1355
3620r,calculate capacity,2017-06-08 12:21:01,20355
3620r,check system,2017-06-08 18:21:01,2355
3620r,accept,2017-06-08 18:21:01,40355
3620r,send decision e-mail,2017-06-08 18:21:01,3355
3621r,register application,2017-06-08 10:21:01,1355
3621r,check credit,2017-06-08 13:21:01,1355
3621r,calculate capacity,2017-06-08 12:21:01,20355
3621r,check system,2017-06-08 18:21:01,2355
3621r,accept,2017-06-08 18:21:01,40355
3621r,send decision e-mail,2017-06-08 18:21:01,3355
3622r,register application,2017-06-08 10:21:01,1355
3622r,check credit,2017-06-08 13:21:01,1355
3622r,calculate capacity,2017-06-08 12:21:01,20355
3622r,check system,2017-06-08 18:52:01,5670
3622r,accept,2017-06-08 18:52:01,43670
3622r,send decision e-mail,2017-06-08 18:52:01,6670
3623r,register application,2017-06-08 10:52:01,4670
3623r,check credit,2017-06-08 13:52:01,4670
3623r,calculate capacity,2017-06-08 12:52:01,23670
3623r,check system,2017-06-08 18:52:01,5670
3623r,accept,2017-06-08 18:52:01,43670
3623r,send decision e-mail,2017-06-08 18:52:01,6670
3624r,register application,2017-06-08 10:52:01,4670
3624r,check credit,2017-06-08 13:52:01,4670
3624r,calculate capacity,2017-06-08 12:52:01,23670
3624r,check system,2017-06-08 18:52:01,5670
3624r,accept,2017-06-08 18:52:01,43670
3624r,send decision e-mail,2017-06-08 18:52:01,6670
3625r,register application,2017-06-08 10:52:01,4670
3625r,check credit,2017-06-08 13:52:01,4670
3625r,calculate capacity,2017-06-08 12:52:01,23670
3625r,check system,2017-06-08 18:52:01,5670
3625r,accept,2017-06-08 18:52:01,43670
3625r,send decision e-mail,2017-06-08 18:52:01,6670
3626r,register application,2017-06-08 10:52:01,4670
3626r,check credit,2017-06-08 13:52:01,4670
3626r,calculate capacity,2017-06-08 12:52:01,23670
3626r,check system,2017-06-08 18:52:01,5670
3626r,accept,2017-06-08 18:52:01,43670
3626r,send decision e-mail,2017-06-08 18:44:01,4532
3627r,register application,2017-06-09 10:58:01,1969
3627r,check credit,2017-06-09 13:58:01,1969
3627r,calculate capacity,2017-06-09 12:58:01,20969
3627r,check system,2017-06-09 18:58:01,2969
3627r,accept,2017-06-09 18:58:01,40969
3627r,send decision e-mail,2017-06-09 18:58:01,3969
3628r,register application,2017-06-09 10:58:01,1969
3628r,check credit,2017-06-09 13:58:01,1969
3628r,calculate capacity,2017-06-09 12:58:01,20969
3628r,check system,2017-06-09 18:58:01,2969
3628r,accept,2017-06-09 18:58:01,40969
3628r,send decision e-mail,2017-06-09 18:58:01,3969
3629r,register application,2017-06-09 10:58:01,1969
3629r,check credit,2017-06-09 13:58:01,1969
3629r,calculate capacity,2017-06-09 12:58:01,20969
3629r,check system,2017-06-09 18:58:01,2969
3629r,accept,2017-06-09 18:58:01,40969
3629r,send decision e-mail,2017-06-09 18:58:01,3969
3630r,register application,2017-06-09 10:58:01,1969
3630r,check credit,2017-06-09 13:58:01,1969
3630r,calculate capacity,2017-06-09 12:58:01,20969
3630r,check system,2017-06-09 18:58:01,2969
3630r,accept,2017-06-09 18:58:01,40969
3630r,send decision e-mail,2017-06-09 18:58:01,3969
3631r,register application,2017-06-09 10:58:01,1969
3631r,check credit,2017-06-09 13:58:01,1969
3631r,calculate capacity,2017-06-09 12:21:01,20917
3631r,check system,2017-06-09 18:13:01,2133
3631r,accept,2017-06-09 18:13:01,40133
3631r,send decision e-mail,2017-06-09 18:55:01,5197
3632r,register application,2017-06-09 10:55:01,3197
3632r,check credit,2017-06-09 13:55:01,3197
3632r,calculate capacity,2017-06-09 12:55:01,22197
3632r,check system,2017-06-09 18:55:01,4197
3632r,accept,2017-06-09 18:55:01,42197
3632r,send decision e-mail,2017-06-09 18:55:01,5197
3633r,register application,2017-06-09 10:55:01,3197
3633r,check credit,2017-06-09 13:55:01,3197
3633r,calculate capacity,2017-06-09 12:55:01,22197
3633r,check system,2017-06-09 18:55:01,4197
3633r,accept,2017-06-09 18:55:01,42197
3633r,send decision e-mail,2017-06-09 18:55:01,5197
3634r,register application,2017-06-10 10:55:01,3197
3634r,check credit,2017-06-10 13:55:01,3197
3634r,calculate capacity,2017-06-10 12:55:01,22197
3634r,check system,2017-06-10 18:55:01,4197
3634r,accept,2017-06-10 18:55:01,42197
3634r,send decision e-mail,2017-06-10 18:55:01,5197
3635r,register application,2017-06-10 10:55:01,3197
3635r,check credit,2017-06-10 13:55:01,3197
3635r,calculate capacity,2017-06-10 12:55:01,22197
3635r,check system,2017-06-10 18:55:01,4197
3635r,accept,2017-06-10 18:55:01,42197
3635r,send decision e-mail,2017-06-10 18:55:01,5197
3636r,register application,2017-06-10 10:55:01,3197
3636r,check credit,2017-06-10 13:55:01,3197
3636r,calculate capacity,2017-06-10 12:50:01,23214
3636r,check system,2017-06-10 18:33:01,2488
3636r,accept,2017-06-10 18:45:01,43234
3636r,send decision e-mail,2017-06-10 18:45:01,6234
3637r,register application,2017-06-10 10:45:01,4234
3637r,check credit,2017-06-10 13:45:01,4234
3637r,calculate capacity,2017-06-10 12:45:01,23234
3637r,check system,2017-06-10 18:45:01,5234
3637r,accept,2017-06-10 18:45:01,43234
3637r,send decision e-mail,2017-06-10 18:45:01,6234
3638r,register application,2017-06-10 10:45:01,4234
3638r,check credit,2017-06-10 13:45:01,4234
3638r,calculate capacity,2017-06-10 12:45:01,23234
3638r,check system,2017-06-10 18:45:01,5234
3638r,accept,2017-06-10 18:45:01,43234
3638r,send decision e-mail,2017-06-10 18:45:01,6234
3639r,register application,2017-06-10 10:45:01,4234
3639r,check credit,2017-06-10 13:45:01,4234
3639r,calculate capacity,2017-06-10 12:45:01,23234
3639r,check system,2017-06-10 18:45:01,5234
3639r,accept,2017-06-10 18:45:01,43234
3639r,send decision e-mail,2017-06-10 18:45:01,6234
3640r,register application,2017-06-10 10:45:01,4234
3640r,check credit,2017-06-10 13:45:01,4234
3640r,calculate capacity,2017-06-10 12:45:01,23234
3640r,check system,2017-06-10 18:21:01,3235
3640r,accept,2017-06-10 18:21:01,41235
3640r,send decision e-mail,2017-06-10 18:21:01,4235
3641r,register application,2017-06-11 10:21:01,2235
3641r,check credit,2017-06-11 13:21:01,2235
3641r,calculate capacity,2017-06-11 12:21:01,21235
3641r,check system,2017-06-11 18:21:01,3235
3641r,accept,2017-06-11 18:21:01,41235
3641r,send decision e-mail,2017-06-11 18:21:01,4235
3642r,register application,2017-06-11 10:21:01,2235
3642r,check credit,2017-06-11 13:21:01,2235
3642r,calculate capacity,2017-06-11 12:21:01,21235
3642r,check system,2017-06-11 18:21:01,3235
3642r,accept,2017-06-11 18:21:01,41235
3642r,send decision e-mail,2017-06-11 18:21:01,4235
3643r,register application,2017-06-11 10:21:01,2235
3643r,check credit,2017-06-11 13:21:01,2235
3643r,calculate capacity,2017-06-11 12:21:01,21235
3643r,check system,2017-06-11 18:21:01,3235
3643r,accept,2017-06-11 18:21:01,41235
3643r,send decision e-mail,2017-06-11 18:21:01,4235
3644r,register application,2017-06-11 10:21:01,2235
3644r,check credit,2017-06-11 13:21:01,2235
3644r,calculate capacity,2017-06-11 12:21:01,21235
3644r,check system,2017-06-11 18:21:01,3235
3644r,accept,2017-06-11 18:21:01,41235
3644r,send decision e-mail,2017-06-11 18:21:01,4235
3645r,register application,2017-06-11 10:21:01,2235
3645r,check credit,2017-06-11 13:54:01,6423
3645r,calculate capacity,2017-06-11 12:57:01,20226
3645r,check system,2017-06-11 18:04:01,2925
3645r,accept,2017-06-11 18:04:01,40925
3645r,send decision e-mail,2017-06-11 18:04:01,3925
3646r,register application,2017-06-11 10:04:01,1925
3646r,check credit,2017-06-11 13:04:01,1925
3646r,calculate capacity,2017-06-11 12:04:01,20925
3646r,check system,2017-06-11 18:04:01,2925
3646r,accept,2017-06-11 18:04:01,40925
3646r,send decision e-mail,2017-06-11 18:04:01,3925
3647r,register application,2017-06-11 10:04:01,1925
3647r,check credit,2017-06-11 13:04:01,1925
3647r,calculate capacity,2017-06-11 12:04:01,20925
3647r,check system,2017-06-11 18:04:01,2925
3647r,accept,2017-06-11 18:04:01,40925
3647r,send decision e-mail,2017-06-11 18:04:01,3925
3648r,register application,2017-06-12 10:04:01,1925
3648r,check credit,2017-06-12 13:04:01,1925
3648r,calculate capacity,2017-06-12 12:04:01,20925
3648r,check system,2017-06-12 18:04:01,2925
3648r,accept,2017-06-12 18:04:01,40925
3648r,send decision e-mail,2017-06-12 18:04:01,3925
3649r,register application,2017-06-12 10:04:01,1925
3649r,check credit,2017-06-12 13:04:01,1925
3649r,calculate capacity,2017-06-12 12:04:01,20925
3649r,check system,2017-06-12 18:04:01,2925
3649r,accept,2017-06-12 18:04:01,40925
3649r,send decision e-mail,2017-06-12 18:04:01,3925
3650r,register application,2017-06-12 10:40:01,5100
3650r,check credit,2017-06-12 13:55:01,5975
3650r,calculate capacity,2017-06-12 12:17:01,21318
3650r,check system,2017-06-12 18:17:01,3318
3650r,accept,2017-06-12 18:17:01,41318
3650r,send decision e-mail,2017-06-12 18:17:01,4318
3651r,register application,2017-06-12 10:17:01,2318
3651r,check credit,2017-06-12 13:17:01,2318
3651r,calculate capacity,2017-06-12 12:17:01,21318
3651r,check system,2017-06-12 18:17:01,3318
3651r,accept,2017-06-12 18:17:01,41318
3651r,send decision e-mail,2017-06-12 18:17:01,4318
3652r,register application,2017-06-12 10:17:01,2318
3652r,check credit,2017-06-12 13:17:01,2318
3652r,calculate capacity,2017-06-12 12:17:01,21318
3652r,check system,2017-06-12 18:17:01,3318
3652r,accept,2017-06-12 18:17:01,41318
3652r,send decision e-mail,2017-06-12 18:17:01,4318
3653r,register application,2017-06-12 10:17:01,2318
3653r,check credit,2017-06-12 13:17:01,2318
3653r,calculate capacity,2017-06-12 12:17:01,21318
3653r,check system,2017-06-12 18:17:01,3318
3653r,accept,2017-06-12 18:17:01,41318
3653r,send decision e-mail,2017-06-12 18:17:01,4318
3654r,register application,2017-06-12 10:17:01,2318
3654r,check credit,2017-06-12 13:17:01,2318
3654r,calculate capacity,2017-06-12 12:17:01,21318
3654r,check system,2017-06-12 18:17:01,3318
3654r,accept,2017-06-12 18:17:01,41318
3654r,send decision e-mail,2017-06-12 18:17:01,4318
3655r,register application,2017-06-13 10:17:01,2318
3655r,check credit,2017-06-13 13:58:01,4465
3655r,calculate capacity,2017-06-13 12:58:01,23465
3655r,check system,2017-06-13 18:10:01,4656
3655r,accept,2017-06-13 18:21:01,45295
3655r,send decision e-mail,2017-06-13 18:21:01,8295
3656r,register application,2017-06-13 10:21:01,6295
3656r,check credit,2017-06-13 13:21:01,6295
3656r,calculate capacity,2017-06-13 12:21:01,25295
3656r,check system,2017-06-13 18:21:01,7295
3656r,accept,2017-06-13 18:21:01,45295
3656r,send decision e-mail,2017-06-13 18:21:01,8295
3657r,register application,2017-06-13 10:21:01,6295
3657r,check credit,2017-06-13 13:21:01,6295
3657r,calculate capacity,2017-06-13 12:21:01,25295
3657r,check system,2017-06-13 18:21:01,7295
3657r,accept,2017-06-13 18:21:01,45295
3657r,send decision e-mail,2017-06-13 18:21:01,8295
3658r,register application,2017-06-13 10:21:01,6295
3658r,check credit,2017-06-13 13:21:01,6295
3658r,calculate capacity,2017-06-13 12:21:01,25295
3658r,check system,2017-06-13 18:21:01,7295
3658r,accept,2017-06-13 18:21:01,45295
3658r,send decision e-mail,2017-06-13 18:21:01,8295
3659r,register application,2017-06-13 10:21:01,6295
3659r,check credit,2017-06-13 13:21:01,6295
3659r,calculate capacity,2017-06-13 12:21:01,25295
3659r,check system,2017-06-13 18:21:01,7295
3659r,accept,2017-06-13 18:21:01,45295
3659r,send decision e-mail,2017-06-13 18:21:01,8295
3660r,register application,2017-06-13 10:16:01,1474
3660r,check credit,2017-06-13 13:52:01,4150
3660r,calculate capacity,2017-06-13 12:14:01,21642
3660r,check system,2017-06-13 18:14:01,3642
3660r,accept,2017-06-13 18:14:01,41642
3660r,send decision e-mail,2017-06-13 18:14:01,4642
3661r,register application,2017-06-13 10:14:01,2642
3661r,check credit,2017-06-13 13:14:01,2642
3661r,calculate capacity,2017-06-13 12:14:01,21642
3661r,check system,2017-06-13 18:14:01,3642
3661r,accept,2017-06-13 18:14:01,41642
3661r,send decision e-mail,2017-06-13 18:14:01,4642
3662r,register application,2017-06-14 10:14:01,2642
3662r,check credit,2017-06-14 13:14:01,2642
3662r,calculate capacity,2017-06-14 12:14:01,21642
3662r,check system,2017-06-14 18:14:01,3642
3662r,accept,2017-06-14 18:14:01,41642
3662r,send decision e-mail,2017-06-14 18:14:01,4642
3663r,register application,2017-06-14 10:14:01,2642
3663r,check credit,2017-06-14 13:14:01,2642
3663r,calculate capacity,2017-06-14 12:14:01,21642
3663r,check system,2017-06-14 18:14:01,3642
3663r,accept,2017-06-14 18:14:01,41642
3663r,send decision e-mail,2017-06-14 18:14:01,4642
3664r,register application,2017-06-14 10:14:01,2642
3664r,check credit,2017-06-14 13:14:01,2642
3664r,calculate capacity,2017-06-14 12:14:01,21642
3664r,check system,2017-06-14 18:31:01,3603
3664r,accept,2017-06-14 18:31:01,41603
3664r,send decision e-mail,2017-06-14 18:16:01,5386
3665r,register application,2017-06-14 10:11:01,2781
3665r,check credit,2017-06-14 13:11:01,2781
3665r,calculate capacity,2017-06-14 12:11:01,21781
3665r,check system,2017-06-14 18:11:01,3781
3665r,accept,2017-06-14 18:11:01,41781
3665r,send decision e-mail,2017-06-14 18:11:01,4781
3666r,register application,2017-06-14 10:11:01,2781
3666r,check credit,2017-06-14 13:11:01,2781
3666r,calculate capacity,2017-06-14 12:11:01,21781
3666r,check system,2017-06-14 18:11:01,3781
3666r,accept,2017-06-14 18:11:01,41781
3666r,send decision e-mail,2017-06-14 18:11:01,4781
3667r,register application,2017-06-14 10:11:01,2781
3667r,check credit,2017-06-14 13:11:01,2781
3667r,calculate capacity,2017-06-14 12:11:01,21781
3667r,check system,2017-06-14 18:11:01,3781
3667r,accept,2017-06-14 18:11:01,41781
3667r,send decision e-mail,2017-06-14 18:11:01,4781
3668r,register application,2017-06-14 10:11:01,2781
3668r,check credit,2017-06-14 13:11:01,2781
3668r,calculate capacity,2017-06-14 12:11:01,21781
3668r,check system,2017-06-14 18:11:01,3781
3668r,accept,2017-06-14 18:11:01,41781
3668r,send decision e-mail,2017-06-14 18:11:01,4781
3669r,register application,2017-06-15 10:11:01,2781
3669r,check credit,2017-06-15 13:11:01,2781
3669r,calculate capacity,2017-06-15 12:11:01,21781
3669r,check system,2017-06-15 18:11:01,3781
3669r,accept,2017-06-15 18:10:01,42938
3669r,send decision e-mail,2017-06-15 18:06:01,4754
3670r,register application,2017-06-15 10:06:01,2754
3670r,check credit,2017-06-15 13:06:01,2754
3670r,calculate capacity,2017-06-15 12:06:01,21754
3670r,check system,2017-06-15 18:06:01,3754
3670r,accept,2017-06-15 18:06:01,41754
3670r,send decision e-mail,2017-06-15 18:06:01,4754
3671r,register application,2017-06-15 10:06:01,2754
3671r,check credit,2017-06-15 13:06:01,2754
3671r,calculate capacity,2017-06-15 12:06:01,21754
3671r,check system,2017-06-15 18:06:01,3754
3671r,accept,2017-06-15 18:06:01,41754
3671r,send decision e-mail,2017-06-15 18:06:01,4754
3672r,register application,2017-06-15 10:06:01,2754
3672r,check credit,2017-06-15 13:06:01,2754
3672r,calculate capacity,2017-06-15 12:06:01,21754
3672r,check system,2017-06-15 18:06:01,3754
3672r,accept,2017-06-15 18:06:01,41754
3672r,send decision e-mail,2017-06-15 18:06:01,4754
3673r,register application,2017-06-15 10:06:01,2754
3673r,check credit,2017-06-15 13:06:01,2754
3673r,calculate capacity,2017-06-15 12:06:01,21754
3673r,check system,2017-06-15 18:06:01,3754
